Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Dead time t / %,Voltage U / V
0,0,0,0,,,630.921875
1.001,1,1,1,2320.20817816831,16.2414572471782,652.263020833333
2.001,3,2,2,2772.59714163532,19.4081799914472,651.875
3.001,13,3,3,2114.50769329716,14.8015538530801,632.473958333333
4.001,35,4,4,2648.69107012725,18.5408374908907,662.739583333333
5,38,5,5,2589.20211751028,18.124414822572,651.098958333333
6.001,47,6,6,2441.79194490981,17.0925436143687,631.697916666667
7.001,49,7,7,2338.31337456293,16.3681936219405,623.161458333333
8.001,61,8,8,2388.54598455799,16.7198218919059,634.4140625
9.001,82,9,9,2196.52952339915,15.375706663794,650.7109375
10,84,10,10,1792.52032578113,12.5476422804679,642.950520833333
11,71,11,11,2312.15493540937,16.1850845478656,636.7421875
12.001,73,12,12,2049.00437468536,14.3430306227975,623.549479166667
13.001,59,13,13,2086.70906373986,14.606963446179,632.861979166667
14.001,65,14,14,2380.04436346669,16.6603105442668,632.473958333333
15.001,64,15,15,2241.55562562566,15.6908893793796,637.90625
16.001,73,16,16,2584.72866653218,18.0931006657252,660.0234375
17,90,17,17,1950.01416963582,13.6500991874507,634.4140625
18,119,18,18,2460.56898261065,17.2239828782745,648.3828125
19,181,19,19,2607.54396800198,18.2528077760139,631.309895833333
20,209,20,20,2709.45346939209,18.9661742857446,660.0234375
21,294,21,21,2166.88213316274,15.1681749321392,636.7421875
22.001,373,22,22,2268.99433129028,15.8829603190319,661.575520833333
23,584,23,23,2362.68092464248,16.5387664724974,646.0546875
24.001,1108,24,24,2137.57423320913,14.9630196324639,643.7265625
25.001,1677,25,25,2234.08084220741,15.6385658954519,639.846354166667
26,2156,26,26,2622.45418020399,18.3571792614279,644.502604166667
27.001,2922,27,27,2290.20781711606,16.0314547198124,652.263020833333
28.001,3477,28,28,2417.89252452748,16.9252476716923,641.3984375
29,3420,29,29,2561.21396533717,17.9284977573602,646.0546875
30,2625,30,30,2417.70790487455,16.9239553341218,651.098958333333
31,1595,31,31,2432.84390347195,17.0299073243036,649.546875
32,758,32,32,2246.10280144271,15.722719610099,659.635416666667
33.001,347,33,33,2326.942522856,16.288597659992,659.247395833333
34,139,34,34,2263.84553498308,15.8469187448815,632.861979166667
35,120,35,35,2355.7288172021,16.4901017204147,657.6953125
36,132,36,36,2278.24293016475,15.9477005111532,643.7265625
37.001,150,37,37,2197.40311543177,15.3818218080224,623.549479166667
38.001,165,38,38,2454.2029803096,17.1794208621672,656.143229166667
39,230,39,39,2409.05886026549,16.8634120218584,638.682291666667
40,306,40,40,2598.02547842156,18.1861783489509,649.158854166667
41,464,41,41,2121.10747103529,14.847752297247,631.697916666667
42,637,42,42,2180.36586539221,15.2625610577455,659.635416666667
43,1047,43,43,2316.49405944625,16.2154584161238,632.0859375
44.001,1687,44,44,2470.22435965401,17.2915705175781,664.291666666667
45.001,3144,45,45,2579.25607773283,18.0547925441298,630.145833333333
46.001,5596,46,46,2207.60792883184,15.4532555018229,671.6640625
47.001,9596,47,47,2359.35935359095,16.5155154751366,637.518229166667
48.001,15633,48,48,2236.97695913732,15.6588387139612,627.817708333333
49.001,22577,49,49,2376.471491944,16.635300443608,654.591145833333
50.001,28070,50,50,2260.97994013357,15.826859580935,639.846354166667
51.001,30260,51,51,2275.23832260858,15.9266682582601,639.846354166667
52.001,27391,52,52,1404.5106684831,9.8315746793817,634.802083333333
53,20649,53,53,2361.36635810443,16.529564506731,645.278645833333
54,13156,54,54,2262.19941813149,15.8353959269205,657.6953125
55.001,7036,55,55,2111.1493611646,14.7780455281522,649.158854166667
56.001,3141,56,56,2470.86932753171,17.296085292722,637.90625
57,1250,57,57,2163.30016273084,15.1431011391159,658.471354166667
58,559,58,58,2431.17820536245,17.0182474375372,628.205729166667
59.001,287,59,59,2464.95239523203,17.2546667666242,669.3359375
60,215,60,60,2215.27356077009,15.5069149253906,655.3671875
61,213,61,61,2326.53504782456,16.2857453347719,625.877604166667
62.001,197,62,62,2299.45502915809,16.0961852041066,645.666666666667
63.001,193,63,63,2417.14508286341,16.9200155800439,651.875
64.001,214,64,64,2614.25741127464,18.2998018789224,632.473958333333
65.001,198,65,65,2111.3516482113,14.7794615374791,643.7265625
66,200,66,66,2079.28922762919,14.5550245934043,654.591145833333
67.001,194,67,67,2503.63020838759,17.5254114587132,631.697916666667
68,221,68,68,2292.73513874357,16.049145971205,645.666666666667
69.001,243,69,69,2108.47960956912,14.7593572669838,636.354166666667
70,223,70,70,2094.33646854304,14.6603552798013,642.174479166667
71.001,228,71,71,2213.99291522267,15.4979504065587,647.606770833333
72.001,249,72,72,2555.17086038713,17.8861960227099,632.0859375
73.001,278,73,73,2101.24117606424,14.7086882324497,624.325520833333
74,224,74,74,2576.36499031385,18.0345549321969,638.294270833333
75,312,75,75,2427.62537685134,16.9933776379594,653.0390625
76,314,76,76,2273.35087213688,15.9134561049581,661.575520833333
77.001,332,77,77,2012.42428198231,14.0869699738762,648.770833333333
78.001,355,78,78,2308.2639358427,16.1578475508989,628.59375
79,382,79,79,2423.11006009867,16.9617704206907,625.877604166667
80,367,80,80,2343.38892661681,16.4037224863176,634.802083333333
80.999,367,81,81,2232.98456875527,15.6308919812869,646.830729166667
82.001,396,82,82,2179.27676814956,15.2549373770469,630.533854166667
83.001,411,83,83,2294.40938236637,16.0608656765646,651.875
84.001,426,84,84,2278.89390330211,15.9522573231148,633.638020833333
85,403,85,85,2336.36138211274,16.3545296747892,672.440104166667
86,324,86,86,2181.00181868664,15.2670127308065,635.578125
87.001,349,87,87,2435.74028860915,17.050182020264,661.575520833333
88,321,88,88,2451.08355773834,17.1575849041684,644.890625
89,316,89,89,2386.86352016514,16.708044641156,648.770833333333
90,277,90,90,2243.98111992858,15.7078678395001,632.861979166667
91.001,280,91,91,2364.06974306005,16.5484882014203,641.786458333333
92.001,252,92,92,2365.41641268054,16.5579148887638,634.026041666667
93.001,248,93,93,2394.48817440039,16.7614172208027,653.0390625
94.001,258,94,94,2154.40043036023,15.0808030125216,664.291666666667
95,301,95,95,2196.60933943076,15.3762653760153,641.3984375
96,313,96,96,2285.6609758373,15.9996268308611,625.1015625
97.001,319,97,97,2294.31523891383,16.0602066723968,628.981770833333
98,320,98,98,2010.62132084609,14.0743492459226,652.651041666667
99.001,321,99,99,2483.00692138179,17.3810484496726,649.158854166667
,283,100,100,,,
,268,101,101,,,
,237,102,102,,,
,178,103,103,,,
,115,104,104,,,
,92,105,105,,,
,76,106,106,,,
,50,107,107,,,
,32,108,108,,,
,19,109,109,,,
,18,110,110,,,
,16,111,111,,,
,15,112,112,,,
,22,113,113,,,
,20,114,114,,,
,13,115,115,,,
,19,116,116,,,
,12,117,117,,,
,23,118,118,,,
,28,119,119,,,
,16,120,120,,,
,22,121,121,,,
,13,122,122,,,
,17,123,123,,,
,11,124,124,,,
,20,125,125,,,
,14,126,126,,,
,12,127,127,,,
,19,128,128,,,
,18,129,129,,,
,14,130,130,,,
,7,131,131,,,
,12,132,132,,,
,12,133,133,,,
,16,134,134,,,
,15,135,135,,,
,8,136,136,,,
,9,137,137,,,
,5,138,138,,,
,10,139,139,,,
,13,140,140,,,
,14,141,141,,,
,17,142,142,,,
,10,143,143,,,
,18,144,144,,,
,14,145,145,,,
,13,146,146,,,
,15,147,147,,,
,17,148,148,,,
,20,149,149,,,
,26,150,150,,,
,12,151,151,,,
,22,152,152,,,
,18,153,153,,,
,17,154,154,,,
