MIN=0	0	0	0	0	0
MAX=100	2154.43469003188	511	511	1000	2000
SCALE=100	5	100	500	500	500
DEC=0	0	0	1	0	0
DEF="Time" t / s	"Events" N	"Channel" n	"Energy" E / keV	"Rate" R / 1/s	"Voltage" U / V
0	6	0	0		924.265625
1	43	1	1	1248.58346991584	932.802083333333
2.001	158	2	2	1270.11486826715	924.265625
3	381	3	3	1172.33333300028	933.966145833333
4.001	710	4	4	1279.45827736536	912.625
5.001	1348	5	5	1375.75056964846	919.997395833333
6	1868	6	6	1131.89955383124	935.130208333333
7.001	1724	7	7	1167.56753298578	929.697916666667
8.001	1089	8	8	1189.19385869645	933.966145833333
9	460	9	9	1263.82654255883	938.622395833333
10.001	195	10	10	1159.2360634342	924.653645833333
11.001	109	11	11	1152.53385901313	940.5625
12	83	12	12	1210.82554085375	933.578125
13.001	60	13	13	1353.53546662785	928.921875
14.001	71	14	14	1204.70048592177	931.25
15	54	15	15	1301.14962930257	935.90625
16.001	63	16	16	1264.41081727855	935.518229166667
17.001	58	17	17	1282.15311973397	930.0859375
18	77	18	18	1354.24797977479	918.4453125
19.001	76	19	19	1200.78567406654	929.697916666667
20.001	73	20	20	1295.84307550492	928.921875
21	80	21	21	1265.56641694555	931.25
22.001	66	22	22	1287.83297036523	912.625
23.001	69	23	23	1222.37131246327	935.90625
24	92	24	24	1184.77069333602	939.010416666667
25.001	88	25	25	1265.82823141181	933.578125
26.001	91	26	26	1190.34770145191	923.489583333333
27	78	27	27	1398.87289668753	936.682291666667
28	101	28	28	1230.27548066519	949.098958333333
29.001	82	29	29	1275.80493131362	930.473958333333
30	81	30	30	1446.35872535866	939.010416666667
31	89	31	31	1263.308985225	921.9375
32.001	89	32	32	1111.50530130288	921.9375
33	104	33	33	1217.75841994394	923.489583333333
34	96	34	34	1313.23040816066	927.7578125
35.001	103	35	35	1257.06221055642	917.28125
36	93	36	36	1315.81898683493	935.518229166667
37	94	37	37	1198.55341899608	941.338541666667
38.001	86	38	38	1205.78424207104	928.921875
39	110	39	39	1303.56685427	946.770833333333
40	79	40	40	1297.84229965247	944.0546875
41.001	80	41	41	1249.61162070828	934.7421875
42	93	42	42	1363.52300589757	930.0859375
43	79	43	43	1259.78673681714	933.578125
44.001	106	44	44	1182.59117822969	935.90625
45.001	80	45	45	1197.58419876619	935.90625
46	94	46	46	1202.77952140782	933.190104166667
47.001	88	47	47	1404.60604187125	931.638020833333
48.001	97	48	48	1241.56669322406	928.921875
49	92	49	49	1358.89850369064	923.1015625
50.001	89	50	50	1196.97062058929	926.981770833333
51.001	103	51	51	1315.58480143667	914.953125
52	95	52	52	1252.78349079514	928.145833333333
53.001	101	53	53	1211.38596211304	929.309895833333
54.001	97	54	54	1141.75721338392	904.088541666667
55	107	55	55	1361.30440054417	931.638020833333
56.001	110	56	56	1275.59958928892	937.0703125
57.001	120	57	57	1274.52434751351	966.559895833333
58	117	58	58	1344.21392032678	928.145833333333
59.001	107	59	59	1311.34172910345	925.041666666667
60.001	116	60	60	1223.63643651753	926.59375
61	122	61	61	1140.62370823865	926.59375
62.001	121	62	62	1359.84704872665	918.057291666667
63.001	95	63	63	1215.84448560673	919.221354166667
64	115	64	64	1228.0531305084	928.533854166667
65	90	65	65	1448.95399130788	906.028645833333
66.001	103	66	66	1194.77899590533	915.729166666667
67.001	119	67	67	1244.70763305575	923.877604166667
68	105	68	68	1228.06799366113	944.442708333333
69.001	117	69	69	1481.2186143211	930.473958333333
70	95	70	70	1182.53551603851	926.59375
71	94	71	71	1221.57574674316	916.1171875
72.001	96	72	72	1226.06358762433	930.861979166667
73.001	120	73	73	1154.56932734081	932.802083333333
74	98	74	74	1206.78682500991	932.026041666667
75.001	115	75	75	1221.78817555205	938.234375
76	89	76	76	1220.33836573929	926.59375
77	103	77	77	1221.57379290366	919.609375
78.001	119	78	78	1282.80791242324	925.817708333333
79.001	113	79	79	1215.58062468448	911.4609375
80	102	80	80	1159.20311226049	931.25
81.001	108	81	81	1138.75032258755	935.130208333333
82.001	94	82	82	1225.35948871651	931.25
83	115	83	83	1281.11820083326	929.697916666667
84.001	112	84	84	1140.60557859092	924.653645833333
85	125	85	85	1229.56780691587	925.4296875
86.001	123	86	86	1251.81768731335	929.309895833333
87.001	126	87	87	1215.45121545122	911.072916666667
88	103	88	88	1211.45510193046	918.833333333333
89.001	113	89	89	1223.76460812716	939.786458333333
90	106	90	90	1333.54178482743	937.458333333333
91.001	122	91	91	1246.39334311827	931.25
92.001	108	92	92	1186.98039072863	914.177083333333
93	114	93	93	1368.00728419463	922.713541666667
94.001	124	94	94	1313.54349955303	922.713541666667
95	100	95	95	1336.54023016082	923.489583333333
96	127	96	96	1356.53362374016	926.205729166667
97.001	127	97	97	1187.8104430653	931.638020833333
98	116	98	98	1222.46416131464	926.205729166667
99	106	99	99	1134.82724864576	932.802083333333
	114	100	100		
	106	101	101		
	115	102	102		
	119	103	103		
	122	104	104		
	103	105	105		
	117	106	106		
	109	107	107		
	104	108	108		
	117	109	109		
	125	110	110		
	125	111	111		
	129	112	112		
	127	113	113		
	130	114	114		
	121	115	115		
	107	116	116		
	111	117	117		
	138	118	118		
	126	119	119		
	112	120	120		
	137	121	121		
	117	122	122		
	131	123	123		
	125	124	124		
	114	125	125		
	126	126	126		
	131	127	127		
	133	128	128		
	135	129	129		
	107	130	130		
	130	131	131		
	111	132	132		
	115	133	133		
	118	134	134		
	134	135	135		
	148	136	136		
	127	137	137		
	115	138	138		
	130	139	139		
	146	140	140		
	143	141	141		
	137	142	142		
