Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Dead time t / %,Voltage U / V
0,0,0,-24.9262917846498,,,619.28125
1,0,1,-23.2637464490117,8.48655273893942,0.059405869172576,619.28125
2.001,0,2,-21.6012011133737,22.179939863529,0.155259579044703,619.28125
3.001,0,3,-19.9386557777357,11.0096466523968,0.0770675265667778,619.28125
4,2,4,-18.2761104420976,15.9882406490027,0.111917684543019,619.28125
5.001,2,5,-16.6135651064596,6.99717733866158,0.0489802413706311,619.28125
6,2,6,-14.9510197708215,14.0256458935163,0.0981795212546141,619.28125
7.001,0,7,-13.2884744351835,14.4090286530185,0.10086320057113,619.28125
8,0,8,-11.6259290995454,12.0042759230838,0.0840299314615866,619.28125
9.001,1,9,-9.96338376390739,12.0169727723437,0.0841188094064056,619.28125
10,2,10,-8.30083842826934,13.3269748855379,0.0932888241987656,619.669270833333
11.001,4,11,-6.63829309263129,10.0069568363927,0.0700486978547486,619.28125
12.001,1,12,-4.97574775699325,5.54394591681176,0.0388076214176823,619.28125
13,1,13,-3.3132024213552,11.0014631946049,0.0770102423622342,619.28125
14.001,5,14,-1.65065708571716,15.0284097057077,0.105198867939954,619.28125
15.001,1,15,0.0118882499208794,27.6896324478189,0.193827427134732,620.057291666667
16,2,16,1.67443358555892,12.0106029602933,0.0840742207220534,619.28125
17,3,17,3.33697892119698,8.88438450594438,0.0621906915416106,619.28125
18,4,18,4.99952425683502,17.0259935844053,0.119181955090837,619.669270833333
19.001,4,19,6.66206959247306,12.2066316410318,0.0854464214872227,619.669270833333
20.001,6,20,8.3246149281111,13.0096896168266,0.0910678273177863,619.28125
21.001,2,21,9.98716026374915,14.003216538839,0.0980225157718728,619.28125
22.001,3,22,11.6497055993872,18.9894209935645,0.132925946954951,619.669270833333
23.001,2,23,13.3122509350252,10.9966240364208,0.0769763682549457,619.28125
24.001,5,24,14.9747962706633,10.0165062005679,0.0701155434039754,619.28125
25.001,4,25,16.6373416063013,5.98881469080199,0.0419217028356139,619.28125
26,2,26,18.2998869419394,13.0139535610081,0.0910976749270568,619.28125
27.001,3,27,19.9624322775774,13.3273789565795,0.0932916526960566,619.28125
28,1,28,21.6249776132155,11.1011928120665,0.0777083496844652,619.28125
28.999,4,29,23.2875229488535,13.0195279900323,0.0911366959302257,619.28125
30,8,30,24.9500682844916,7.7701716430916,0.0543912015016412,619.28125
31,3,31,26.6126136201296,9.98594201274428,0.06990159408921,619.28125
32.001,5,32,28.2751589557676,11.0132147563862,0.0770925032947033,619.28125
33.001,8,33,29.9377042914057,10.9912630450055,0.0769388413150387,619.28125
34.001,7,34,31.6002496270437,16.9903936314408,0.118932755420085,619.28125
35.001,4,35,33.2627949626818,11.0065676188982,0.0770459733322874,619.28125
36,9,36,34.9253402983198,12.2209933334481,0.085546953334137,619.28125
37,6,37,36.5878856339579,13.3321867652715,0.0933253073569006,619.669270833333
38,11,38,38.2504309695959,8.88516107019988,0.0621961274913991,619.28125
39,9,39,39.912976305234,9.02076761119449,0.0631453732783614,619.28125
40,4,40,41.575521640872,13.3286668189837,0.093300667732886,619.28125
41,8,41,43.23806697651,13.3260188296646,0.0932821318076523,619.669270833333
42,3,42,44.9006123121481,21.1098046487567,0.147768632541297,619.28125
43.001,7,43,46.5631576477861,15.5497002295469,0.108847901606828,619.28125
44.001,10,44,48.2257029834242,16.6327672389484,0.116429370672639,619.28125
45.001,8,45,49.8882483190622,16.031545271631,0.112220816901417,619.28125
46.001,9,46,51.5507936547003,8.87736902302002,0.0621415831611401,619.28125
47,7,47,53.2133389903383,7.77384075931323,0.0544168853151926,619.669270833333
47.999,4,48,54.8758843259764,13.0013443390047,0.0910094103730326,619.28125
49,10,49,56.5384296616144,13.0068767357302,0.0910481371501113,619.28125
50.001,12,50,58.2009749972525,17.0112035786769,0.119078425050738,619.28125
51.001,13,51,59.8635203328905,12.1965322597724,0.0853757258184067,619.28125
52.001,12,52,61.5260656685285,9.01285142484669,0.0630899599739268,619.669270833333
53,16,53,63.1886110041666,12.2177803802884,0.0855244626620189,619.28125
53.999,11,54,64.8511563398046,3.33315260239223,0.0233320682167456,619.28125
55.001,22,55,66.5137016754427,11.0172927426889,0.0771210491988225,619.669270833333
56.001,31,56,68.1762470110807,6.65694235320915,0.0465985964724641,620.057291666667
57.001,16,57,69.8387923467188,17.0165349670275,0.119115744769192,619.28125
58,25,58,71.5013376823568,9.98467851082514,0.069892749575776,619.28125
59,33,59,73.1638830179949,14.0155530592298,0.0981088714146088,619.28125
60,24,60,74.8264283536329,8.88426117595635,0.0621898282316944,619.28125
61.001,30,61,76.4889736892709,9.00358342620363,0.0630250839834254,619.28125
62.001,17,62,78.151519024909,13.9966142190204,0.0979762995331429,621.997395833333
63,22,63,79.814064360547,13.3305102275007,0.093313571592505,619.28125
64.001,19,64,81.4766096961851,12.014908097968,0.0841043566857757,619.669270833333
65,14,65,83.1391550318231,14.4351658406236,0.101046160884365,619.28125
66.001,17,66,84.8017003674612,13.3267232785872,0.0932870629501101,619.28125
67,13,67,86.4642457030992,10.0167189055252,0.0701170323386765,619.28125
68.001,17,68,88.1267910387373,15.5148480420373,0.108603936294261,619.28125
69.001,20,69,89.7893363743753,13.0314278946535,0.0912199952625747,619.28125
70.001,12,70,91.4518817100133,16.6421398507799,0.116494978955459,619.28125
71.001,19,71,93.1144270456514,14.4256126086068,0.100979288260248,619.28125
72,15,72,94.7769723812894,4.00225006498654,0.0280157504549057,619.28125
73.001,17,73,96.4395177169275,9.02251568789915,0.0631576098152941,620.057291666667
74,16,74,98.1020630525655,13.3185807853501,0.0932300654974506,619.28125
75.001,14,75,99.7646083882036,13.3091579872472,0.0931641059107302,619.28125
76.001,12,76,101.427153723842,8.99845226621021,0.0629891658634715,619.28125
77.001,13,77,103.08969905948,9.99834027551426,0.0699883819285998,619.669270833333
78.001,16,78,104.752244395118,11.0106439895447,0.0770745079268128,620.057291666667
79.001,13,79,106.414789730756,12.9906116849353,0.0909342817945471,619.669270833333
80.001,6,80,108.077335066394,13.0079934119516,0.0910559538836615,620.057291666667
81,15,81,109.739880402032,5.55153994166442,0.0388607795916509,619.669270833333
82,15,82,111.40242573767,8.01218493084283,0.0560852945158998,619.28125
83,14,83,113.064971073308,15.5500076583788,0.108850053608651,619.28125
83.999,11,84,114.727516408946,11.0934515688193,0.077654160981735,619.669270833333
85.001,14,85,116.390061744584,6.65681088832368,0.0465976762182657,619.28125
86,12,86,118.052607080222,12.009610089994,0.0840672706299581,619.28125
87.001,15,87,119.71515241586,9.99558195277687,0.0699690736694381,619.28125
88,13,88,121.377697751498,12.0076320509316,0.084053424356521,619.28125
89.001,12,89,123.040243087136,11.1102296995549,0.0777716078968846,619.28125
90,5,90,124.702788422774,11.9993412361661,0.083995388653163,619.28125
91,11,91,126.365333758412,13.3042900681146,0.0931300304768025,619.28125
92,9,92,128.02787909405,19.016557716804,0.133115904017628,619.28125
93.001,14,93,129.690424429688,18.0122140823693,0.126085498576585,619.28125
94.001,10,94,131.352969765326,7.76941271009324,0.0543858889706527,619.28125
95,13,95,133.015515100964,6.66220742916075,0.0466354520041252,619.28125
96,17,96,134.678060436603,18.019664860262,0.126137654021834,619.28125
97.001,8,97,136.340605772241,11.0176855889073,0.0771237991223512,620.057291666667
98,9,98,138.003151107879,9.98828485167841,0.0699179939617489,620.4453125
99.001,7,99,139.665696443517,6.99137543925813,0.0489396280748069,620.4453125
100.001,9,100,141.328241779155,6.00834198200782,0.0420583938740547,620.057291666667
101,15,101,142.990787114793,7.76421025170793,0.0543494717619555,620.4453125
102.001,13,102,144.653332450431,7.00893920105703,0.0490625744073992,620.057291666667
103,8,103,146.315877786069,9.002143410346,0.063015003872422,620.4453125
104.001,14,104,147.978423121707,9.99536659228633,0.0699675661460043,620.4453125
105,7,105,149.640968457345,12.2173475005695,0.0855214325039865,620.4453125
106.001,11,106,151.303513792983,19.0259171042795,0.133181419729956,619.669270833333
107,11,107,152.966059128621,9.989538733049,0.069926771131343,620.4453125
108.001,6,108,154.628604464259,10.9855825214988,0.0768990776504915,619.28125
109.001,10,109,156.291149799897,16.6507762758408,0.116555433930885,620.057291666667
110.001,6,110,157.953695135535,18.0093792847315,0.12606565499312,619.28125
111,14,111,159.616240471173,12.0027282201244,0.084019097540871,620.057291666667
112,8,112,161.278785806811,11.1053622352607,0.0777375356468246,619.669270833333
113.001,13,113,162.941331142449,11.1109790139162,0.0777768530974132,619.28125
114,10,114,164.603876478087,10.0017603098145,0.0700123221687017,619.669270833333
115,14,115,166.266421813725,22.2052943861352,0.155437060702946,620.4453125
116.001,10,116,167.928967149363,11.9968172443851,0.0839777207106955,619.28125
117,10,117,169.591512485001,20.0403191180336,0.140282233826235,619.669270833333
118,10,118,171.254057820639,11.1019076296861,0.0777133534078027,620.4453125
119.001,11,119,172.916603156278,9.99450968268098,0.0699615677787669,619.28125
120.001,6,120,174.579148491916,10.9881898935025,0.0769173292545172,619.669270833333
121,3,121,176.241693827554,8.88537916411906,0.0621976541488334,619.669270833333
122,9,122,177.904239163192,11.035785742427,0.0772505001969888,619.669270833333
123,6,123,179.56678449883,15.5368888467667,0.108758221927367,619.28125
124.001,10,124,181.229329834468,11.0978910566646,0.0776852373966523,619.28125
125,6,125,182.891875170106,10.0163697530875,0.0701145882716123,619.669270833333
126,5,126,184.554420505744,9.97948439774144,0.0698563907841901,620.057291666667
127,12,127,186.216965841382,7.77170289668021,0.0544019202767614,619.28125
128.001,9,128,187.87951117702,15.5279916450532,0.108695941515372,620.057291666667
129,11,129,189.542056512658,9.98818508684061,0.0699172956078843,619.28125
130.001,12,130,191.204601848296,9.00663158283444,0.0630464210798411,620.4453125
131,9,131,192.867147183934,12.0079720926723,0.0840558046487063,620.057291666667
132.001,6,132,194.529692519572,20.0094024181963,0.140065816927374,620.057291666667
133.001,15,133,196.19223785521,7.76755050294889,0.0543728535206423,620.4453125
134.001,10,134,197.854783190848,8.99433986192489,0.0629603790334742,620.4453125
135.001,7,135,199.517328526486,14.0179359490468,0.0981255516433276,620.4453125
136,7,136,201.179873862124,14.9854910475677,0.104898437332974,620.057291666667
137,8,137,202.842419197762,11.0138223470455,0.0770967564293188,620.057291666667
138.001,5,138,204.5049645334,14.427878034266,0.100995146239862,620.057291666667
139,2,139,206.167509869038,7.0037806407899,0.0490264644855293,619.669270833333
140.001,10,140,207.830055204676,12.2210693680118,0.0855474855760829,619.669270833333
141.001,7,141,209.492600540315,14.0132663592623,0.0980928645148362,620.057291666667
142.001,5,142,211.155145875953,3.33224887145061,0.0233257421001543,620.057291666667
143,6,143,212.817691211591,12.2168685189513,0.0855180796326588,620.4453125
144,6,144,214.480236547229,10.9935951314764,0.0769551659203348,619.669270833333
144.999,4,145,216.142781882867,17.0176524108458,0.11912356687592,620.057291666667
146,9,146,217.805327218505,8.88544232453834,0.0621980962717684,619.669270833333
147,7,147,219.467872554143,22.0244890293517,0.154171423205462,619.28125
148,9,148,221.130417889781,14.4220358056992,0.100954250639895,619.28125
149.001,8,149,222.792963225419,15.5318194838688,0.108722736387081,619.28125
150,11,150,224.455508561057,8.01964251040073,0.0561374975728051,619.28125
151,6,151,226.118053896695,6.65908123324409,0.0466135686327086,619.28125
152.001,18,152,227.780599232333,9.98908525950645,0.0699235968165451,619.28125
153.001,3,153,229.443144567971,15.0058868093953,0.105041207665767,619.669270833333
154,9,154,231.105689903609,12.0148515580109,0.084103960906076,620.057291666667
155,5,155,232.768235239247,14.4284000635738,0.100998800445016,620.4453125
156,1,156,234.430780574885,7.98641431061621,0.0559049001743135,619.28125
157.001,13,157,236.093325910523,11.0066171782476,0.0770463202477329,619.669270833333
